flight_id,airline,origin,destination,departure_time,scheduled_arrival,actual_arrival,flight_duration_minutes,status,delay_minutes,cancellation_reason,passenger_count,fuel_consumption_kg
DL4909,Latam,LHR,CDG,2025-05-02 15:48:30.376278,2025-05-02 19:50:30.376278,2025-05-02 20:02:30.376278,242,on_time,0,,175,17706
AA1123,American,LHR,ORD,2025-05-07 17:34:20.350161,2025-05-08 01:35:20.350161,2025-05-08 01:33:20.350161,-481,on_time,0,,108,11131
LH6859,Delta,LAX,LHR,2025-05-04 11:31:11.901639,2025-05-04 16:02:11.901639,2025-05-04 15:58:11.901639,271,on_time,0,,206,7204
LH3392,Latam,ATL,CDG,2025-05-05 07:52:05.799574,2025-05-05 11:19:05.799574,2025-05-05 14:32:05.799574,207,diverted,0,,255,12441
EK3425,Lufthansa,CDG,GRU,2025-05-08 02:44:37.403730,2025-05-08 13:25:37.403730,2025-05-08 13:28:37.403730,641,on_time,0,,226,7462
DL4664,Delta,LAX,LHR,2025-05-08 07:36:10.200088,2025-05-08 12:47:10.200088,2025-05-08 19:53:10.200088,311,delayed,426,,256,11526
EK3915,Emirates,CDG,DFW,2025-05-05 12:09:35.334570,2025-05-05 22:42:35.334570,2025-05-05 22:47:35.334570,633,on_time,0,,114,21053
UA9653,United,LHR,JFK,2025-05-02 22:25:02.553848,2025-05-03 03:24:02.553848,2025-05-03 03:28:02.553848,299,on_time,0,,164,9816
EK2910,Lufthansa,JFK,LHR,2025-05-08 05:05:43.126129,2025-05-08 16:29:43.126129,2025-05-08 16:30:43.126129,684,on_time,0,,267,8972
AA267,Delta,CDG,JFK,2025-05-06 16:23:39.580999,2025-05-06 17:10:39.580999,2025-05-06 17:07:39.580999,47,on_time,0,,140,29409
EK5289,Lufthansa,LAX,ORD,2025-05-03 06:34:43.863800,2025-05-03 15:37:43.863800,2025-05-03 15:40:43.863800,543,on_time,0,,283,8289
EK3305,American,GRU,LHR,2025-05-06 19:10:26.554739,2025-05-07 05:26:26.554739,2025-05-07 05:30:26.554739,616,on_time,0,,174,6684
AA7334,American,GRU,LHR,2025-05-04 13:10:45.487098,2025-05-04 15:32:45.487098,2025-05-04 15:40:45.487098,142,on_time,0,,119,12951
DL5254,American,ORD,JFK,2025-05-06 15:51:59.464432,2025-05-06 18:05:59.464432,2025-05-06 18:08:59.464432,134,on_time,0,,189,16405
UA677,American,JFK,ATL,2025-05-03 15:04:33.604278,2025-05-03 21:28:33.604278,2025-05-03 21:23:33.604278,384,on_time,0,,160,24372
DL7622,Latam,LAX,GRU,2025-05-04 19:11:49.449158,2025-05-05 02:56:49.449158,2025-05-05 04:28:49.449158,465,diverted,0,,246,23976
LH6271,American,GRU,LAX,2025-05-02 00:16:28.237355,2025-05-02 05:27:28.237355,2025-05-02 05:23:28.237355,311,on_time,0,,118,11819
LH1868,Lufthansa,SFO,LAX,2025-05-04 09:49:26.129581,2025-05-04 21:13:26.129581,2025-05-04 21:11:26.129581,684,on_time,0,,54,14465
AA1700,American,SFO,CDG,2025-05-03 10:47:11.979753,2025-05-03 11:36:11.979753,2025-05-03 11:39:11.979753,49,on_time,0,,190,12804
DL4163,Emirates,LHR,ORD,2025-05-06 06:20:29.605397,2025-05-06 13:26:29.605397,2025-05-06 13:21:29.605397,426,on_time,0,,296,21396
AA2376,Latam,GRU,DFW,2025-05-03 19:49:28.743282,2025-05-04 06:15:28.743282,2025-05-04 06:17:28.743282,626,on_time,0,,126,16839
LA622,Emirates,LHR,DFW,2025-05-07 00:26:16.947419,2025-05-07 02:56:16.947419,2025-05-07 02:51:16.947419,150,on_time,0,,225,19092
LA915,United,JFK,DFW,2025-05-05 19:51:27.318168,2025-05-06 02:49:27.318168,,418,canceled,0,crew,0,0
LA7006,Delta,ATL,LHR,2025-05-08 06:10:42.204510,2025-05-08 07:29:42.204510,2025-05-08 07:32:42.204510,79,on_time,0,,104,24413
LH260,Delta,DFW,GRU,2025-05-01 15:29:02.050019,2025-05-01 22:38:02.050019,2025-05-01 22:51:02.050019,429,on_time,0,,90,21478
LA8505,Latam,LHR,JFK,2025-05-02 09:08:24.675090,2025-05-02 11:12:24.675090,2025-05-02 11:27:24.675090,124,on_time,0,,70,27973
AA8156,American,DFW,JFK,2025-05-07 02:41:47.244842,2025-05-07 10:44:47.244842,2025-05-07 10:59:47.244842,483,on_time,0,,205,9969
LA1945,Emirates,GRU,ATL,2025-05-01 11:03:14.764956,2025-05-01 13:30:14.764956,2025-05-01 13:26:14.764956,147,on_time,0,,134,27432
LH9142,Emirates,SFO,ORD,2025-05-03 06:56:16.326315,2025-05-03 14:42:16.326315,2025-05-03 14:40:16.326315,466,on_time,0,,143,28916
EK2803,United,ATL,JFK,2025-05-04 00:25:57.398398,2025-05-04 05:36:57.398398,2025-05-04 05:33:57.398398,311,on_time,0,,74,7570
LA9636,Latam,LHR,LAX,2025-05-04 12:56:52.116118,2025-05-04 20:17:52.116118,2025-05-04 20:19:52.116118,441,on_time,0,,278,28049
LA5825,Latam,JFK,DFW,2025-05-07 21:29:51.274308,2025-05-08 01:33:51.274308,2025-05-08 01:39:51.274308,244,on_time,0,,54,29956
EK2955,Emirates,LHR,ORD,2025-05-04 09:40:01.065959,2025-05-04 17:21:01.065959,2025-05-04 17:21:01.065959,461,on_time,0,,186,5953
AA8411,Delta,DFW,CDG,2025-05-05 22:49:57.256596,2025-05-06 00:17:57.256596,2025-05-06 00:14:57.256596,88,on_time,0,,112,7245
EK7811,Delta,GRU,ATL,2025-05-08 00:25:37.794652,2025-05-08 02:00:37.794652,2025-05-08 03:40:37.794652,-95,delayed,100,,106,21828
EK4866,Emirates,LAX,CDG,2025-05-06 08:03:11.944838,2025-05-06 20:03:11.944838,,720,canceled,0,mechanical,0,0
AA138,Lufthansa,GRU,DFW,2025-05-05 23:04:58.557927,2025-05-06 06:23:58.557927,2025-05-06 06:27:58.557927,439,on_time,0,,143,28953
DL3809,Lufthansa,LHR,ORD,2025-05-05 14:36:50.124416,2025-05-06 00:34:50.124416,2025-05-06 00:45:50.124416,598,on_time,0,,271,7415
EK9668,Latam,LAX,ATL,2025-05-08 01:13:57.285871,2025-05-08 02:49:57.285871,2025-05-08 02:54:57.285871,96,on_time,0,,257,20042
LA7969,Emirates,ORD,LAX,2025-05-01 08:46:09.418929,2025-05-01 17:48:09.418929,2025-05-01 17:52:09.418929,542,on_time,0,,86,11224
LH2024,Latam,GRU,LAX,2025-05-04 02:09:10.148664,2025-05-04 09:10:10.148664,2025-05-04 09:16:10.148664,421,on_time,0,,209,8590
AA4230,Lufthansa,GRU,DFW,2025-05-03 03:50:21.949098,2025-05-03 10:49:21.949098,2025-05-03 14:41:21.949098,419,diverted,0,,181,24828
EK1374,Latam,DFW,JFK,2025-05-03 03:17:57.278338,2025-05-03 09:18:57.278338,2025-05-03 09:16:57.278338,361,on_time,0,,161,8560
DL8622,Delta,LHR,CDG,2025-05-08 00:56:44.490874,2025-05-08 06:13:44.490874,2025-05-08 06:23:44.490874,317,on_time,0,,128,29607
LA7233,Latam,ATL,DFW,2025-05-02 09:23:24.487463,2025-05-02 15:01:24.487463,,338,canceled,0,crew,0,0
UA8971,Lufthansa,CDG,GRU,2025-05-01 20:42:28.220963,2025-05-02 08:19:28.220963,2025-05-02 08:18:28.220963,697,on_time,0,,202,12178
DL2294,Lufthansa,SFO,ORD,2025-05-01 17:08:25.314287,2025-05-01 19:26:25.314287,2025-05-02 02:40:25.314287,138,delayed,434,,257,18488
UA2000,United,DFW,JFK,2025-05-04 21:12:22.605635,2025-05-05 00:25:22.605635,2025-05-05 00:34:22.605635,193,on_time,0,,208,9089
EK1582,United,SFO,DFW,2025-05-05 23:42:29.922085,2025-05-06 09:25:29.922085,2025-05-06 09:34:29.922085,583,on_time,0,,198,8946
EK3190,Delta,LHR,JFK,2025-05-02 00:54:28.027345,2025-05-02 01:49:28.027345,2025-05-02 01:54:28.027345,55,on_time,0,,51,28307
EK5743,Latam,JFK,DFW,2025-05-02 16:00:00.653464,2025-05-02 18:04:00.653464,2025-05-02 18:19:00.653464,124,on_time,0,,168,5259
DL9149,American,LHR,LAX,2025-05-01 22:33:14.928102,2025-05-02 01:18:14.928102,2025-05-02 01:32:14.928102,165,on_time,0,,113,9772
LH6739,Latam,DFW,CDG,2025-05-03 11:40:16.016666,2025-05-03 22:06:16.016666,2025-05-04 00:46:16.016666,626,diverted,0,,275,19622
AA3127,Latam,CDG,LAX,2025-05-07 18:30:57.146660,2025-05-08 02:18:57.146660,2025-05-08 02:22:57.146660,468,on_time,0,,257,23509
LH9663,United,SFO,JFK,2025-05-07 04:58:12.164253,2025-05-07 14:09:12.164253,2025-05-07 14:11:12.164253,551,on_time,0,,160,18597
UA8642,Emirates,CDG,SFO,2025-05-03 12:40:09.974233,2025-05-03 16:39:09.974233,2025-05-03 16:48:09.974233,239,on_time,0,,163,5194
LH7856,Latam,ATL,ORD,2025-05-01 00:58:40.265966,2025-05-01 11:28:40.265966,2025-05-01 11:31:40.265966,630,on_time,0,,133,10996
AA5541,American,CDG,LAX,2025-05-01 23:11:40.636521,2025-05-02 03:30:40.636521,2025-05-02 03:45:40.636521,259,on_time,0,,106,14991
UA4295,Delta,DFW,CDG,2025-05-06 16:44:24.306627,2025-05-06 20:11:24.306627,2025-05-06 20:11:24.306627,207,overbooked,0,,198,19228
LH3844,Emirates,INVALID,JFK,2025-05-07 00:11:38.852498,2025-05-07 03:42:38.852498,2025-05-07 03:38:38.852498,211,on_time,0,,199,18736
UA2309,Delta,SFO,LHR,2025-05-05 03:16:42.246733,2025-05-05 12:09:42.246733,2025-05-05 12:12:42.246733,533,on_time,0,,264,25866
DL2331,American,GRU,CDG,2025-05-03 11:52:55.677370,2025-05-03 12:24:55.677370,2025-05-03 12:21:55.677370,32,on_time,0,,297,14242
AA4762,United,ORD,CDG,2025-05-03 20:40:58.778465,2025-05-03 23:01:58.778465,2025-05-04 02:51:58.778465,141,diverted,0,,186,28349
UA2729,Delta,LAX,ATL,2025-05-01 13:47:36.978404,2025-05-01 23:56:36.978404,2025-05-02 00:07:36.978404,609,on_time,0,,300,17240
LA4527,Emirates,LHR,ORD,2025-05-03 04:48:00.604340,2025-05-03 13:18:00.604340,2025-05-03 13:17:00.604340,510,on_time,0,,64,12541
EK5392,American,LHR,JFK,2025-05-06 02:24:02.119638,2025-05-06 12:59:02.119638,2025-05-06 13:12:02.119638,635,on_time,0,,293,27283
DL9027,United,ORD,ATL,2025-05-04 09:14:00.183046,2025-05-04 18:18:00.183046,2025-05-04 18:24:00.183046,544,on_time,0,,143,6999
DL3207,Emirates,ATL,LAX,2025-05-01 06:04:41.454981,2025-05-01 15:12:41.454981,2025-05-01 15:08:41.454981,548,on_time,0,,96,17383
LA7886,American,GRU,CDG,2025-05-05 09:16:00.241100,2025-05-05 17:05:00.241100,2025-05-05 17:16:00.241100,469,on_time,0,,237,26758
DL9181,United,LAX,ORD,2025-05-01 20:22:54.754305,2025-05-02 00:12:54.754305,2025-05-02 00:20:54.754305,230,on_time,0,,276,16813
LH2635,Delta,GRU,DFW,2025-05-07 05:31:49.444888,2025-05-07 12:14:49.444888,2025-05-07 12:25:49.444888,403,on_time,0,,187,20762
UA8257,American,LHR,GRU,2025-05-01 00:39:11.957302,2025-05-01 07:51:11.957302,2025-05-01 08:02:11.957302,432,on_time,0,,89,13100
AA5274,Lufthansa,ATL,LHR,2025-05-05 10:17:57.959753,2025-05-05 18:08:57.959753,2025-05-05 18:05:57.959753,471,on_time,0,,110,25218
LA1892,Emirates,DFW,ORD,2025-05-06 02:12:16.369415,2025-05-06 10:10:16.369415,2025-05-06 10:10:16.369415,478,on_time,0,,258,16421
LH7847,United,INVALID,SFO,2025-05-08 02:13:08.007542,2025-05-08 07:54:08.007542,2025-05-08 11:53:08.007542,341,delayed,239,,291,8920
LH1210,Delta,CDG,ATL,2025-05-02 15:11:16.943374,2025-05-02 20:13:16.943374,2025-05-02 20:09:16.943374,302,on_time,0,,156,27017
UA9596,Lufthansa,SFO,ATL,2025-05-03 03:55:57.124764,2025-05-03 12:04:57.124764,2025-05-03 12:02:57.124764,489,on_time,0,,290,5580
DL5878,Lufthansa,ATL,GRU,2025-05-04 07:12:23.203670,2025-05-04 08:06:23.203670,2025-05-04 08:18:23.203670,54,on_time,0,,287,17144
LH1805,Lufthansa,LAX,ATL,2025-05-02 00:24:33.716019,2025-05-02 04:32:33.716019,2025-05-02 04:43:33.716019,248,on_time,0,,74,13388
DL8864,United,ATL,SFO,2025-05-07 05:48:09.035948,2025-05-07 13:25:09.035948,2025-05-07 13:24:09.035948,457,on_time,0,,160,10697
LA2510,Latam,SFO,GRU,2025-05-08 03:24:20.252857,2025-05-08 04:35:20.252857,2025-05-08 04:42:20.252857,71,on_time,0,,85,24482
LH5134,Lufthansa,ORD,JFK,2025-05-07 03:54:53.087158,2025-05-07 15:05:53.087158,2025-05-07 18:44:53.087158,671,diverted,0,,55,22485
LA6770,Latam,JFK,LHR,2025-05-02 20:22:46.135663,2025-05-02 22:25:46.135663,2025-05-02 22:32:46.135663,123,on_time,0,,142,20693
AA5431,Lufthansa,GRU,DFW,2025-05-07 11:23:31.668558,2025-05-07 19:28:31.668558,2025-05-07 19:29:31.668558,485,on_time,0,,196,29000
LH3038,American,LHR,LAX,2025-05-05 16:56:30.833013,2025-05-05 17:47:30.833013,2025-05-05 17:52:30.833013,51,on_time,0,,113,25199
LA256,Emirates,JFK,ORD,2025-05-01 21:05:54.901660,2025-05-02 05:45:54.901660,2025-05-02 05:53:54.901660,520,on_time,0,,280,16743
AA345,Delta,LAX,ORD,2025-05-06 15:58:18.504044,2025-05-06 20:33:18.504044,2025-05-06 20:39:18.504044,275,on_time,0,,62,8194
LA6010,Emirates,DFW,LHR,2025-05-02 07:19:42.951054,2025-05-02 17:59:42.951054,2025-05-02 18:11:42.951054,640,on_time,0,,141,5790
EK4198,Delta,ATL,LHR,2025-05-05 11:17:54.346306,2025-05-05 18:51:54.346306,2025-05-05 19:05:54.346306,454,on_time,0,,217,23764
LA2065,Emirates,DFW,SFO,2025-05-05 09:57:49.709615,2025-05-05 12:53:49.709615,2025-05-05 12:51:49.709615,176,on_time,0,,259,8529
LA653,Emirates,ORD,JFK,2025-05-02 20:00:29.797586,2025-05-03 03:26:29.797586,2025-05-03 03:36:29.797586,446,on_time,0,,135,21480
EK5635,Emirates,LHR,CDG,2025-05-04 20:33:18.662462,2025-05-04 23:13:18.662462,2025-05-04 23:16:18.662462,160,on_time,0,,159,12703
LH6764,Lufthansa,GRU,ORD,2025-05-03 18:03:58.721538,2025-05-04 04:43:58.721538,2025-05-04 04:39:58.721538,640,on_time,0,,129,26067
UA277,Latam,ATL,GRU,2025-05-03 19:33:29.745926,2025-05-04 02:45:29.745926,,432,canceled,0,air_traffic,0,0
UA982,Emirates,ORD,GRU,2025-05-03 02:05:38.357603,2025-05-03 08:11:38.357603,2025-05-03 12:07:38.357603,366,diverted,0,,282,28080
DL2684,United,JFK,DFW,2025-05-05 03:01:23.185303,2025-05-05 09:47:23.185303,2025-05-05 09:53:23.185303,406,on_time,0,,80,23590
DL8210,Latam,LHR,CDG,2025-05-04 15:24:39.024208,2025-05-04 22:11:39.024208,,407,canceled,0,air_traffic,0,0
LA4703,United,GRU,JFK,2025-05-04 03:18:52.337216,2025-05-04 07:53:52.337216,2025-05-04 07:50:52.337216,275,on_time,0,,272,26414
LH7970,Lufthansa,DFW,SFO,2025-05-05 01:00:14.555737,2025-05-05 11:36:14.555737,2025-05-05 13:46:14.555737,636,delayed,130,,248,29859
EK5943,Emirates,LAX,LHR,2025-05-06 05:46:15.723060,2025-05-06 14:19:15.723060,2025-05-06 14:19:15.723060,513,on_time,0,,194,21276
LH1111,Latam,ORD,GRU,2025-05-05 13:23:59.878016,2025-05-05 22:05:59.878016,2025-05-05 22:05:59.878016,522,overbooked,0,,148,27043
LH8424,Emirates,LAX,ATL,2025-05-07 07:52:43.840955,2025-05-07 09:27:43.840955,2025-05-07 09:27:43.840955,95,overbooked,0,,141,20864
AA5812,Lufthansa,GRU,LHR,2025-05-04 13:41:35.524762,2025-05-04 15:44:35.524762,2025-05-04 20:50:35.524762,123,delayed,306,,201,20888
AA4668,United,ORD,LHR,2025-05-06 06:24:07.109888,2025-05-06 14:23:07.109888,2025-05-06 14:32:07.109888,479,on_time,0,,175,5803
AA1656,United,LHR,ORD,2025-05-04 04:33:20.680722,2025-05-04 09:52:20.680722,2025-05-04 10:04:20.680722,319,on_time,0,,211,26209
AA2400,American,DFW,GRU,2025-05-03 16:06:35.023904,2025-05-03 17:25:35.023904,2025-05-03 17:20:35.023904,79,on_time,0,,135,7871
DL674,United,CDG,DFW,2025-05-07 02:50:59.411826,2025-05-07 05:00:59.411826,2025-05-07 04:56:59.411826,130,on_time,0,,216,11626
DL8987,Delta,LHR,CDG,2025-05-01 13:37:11.929378,2025-05-01 19:16:11.929378,2025-05-01 19:17:11.929378,339,on_time,0,,251,28146
DL7150,Latam,LHR,ATL,2025-05-01 10:41:24.146584,2025-05-01 13:35:24.146584,2025-05-01 13:38:24.146584,174,on_time,0,,283,21928
UA6968,American,ATL,DFW,2025-05-05 02:47:36.444330,2025-05-05 09:50:36.444330,2025-05-05 09:52:36.444330,423,on_time,0,,248,20414
AA7743,Delta,CDG,SFO,2025-05-03 04:21:41.339528,2025-05-03 08:31:41.339528,2025-05-03 08:26:41.339528,250,on_time,0,,246,25125
UA8128,United,DFW,JFK,2025-05-04 00:29:52.540091,2025-05-04 07:23:52.540091,2025-05-04 07:35:52.540091,414,on_time,0,,106,18397
LH6303,American,CDG,SFO,2025-05-01 07:09:29.674283,2025-05-01 12:50:29.674283,2025-05-01 13:01:29.674283,341,on_time,0,,233,12077
EK8241,Emirates,ORD,CDG,2025-05-05 16:07:23.576475,2025-05-06 03:43:23.576475,2025-05-06 03:43:23.576475,696,on_time,0,,265,24962
LH7274,Latam,GRU,CDG,2025-05-08 02:00:14.270024,2025-05-08 08:34:14.270024,2025-05-08 08:37:14.270024,394,on_time,0,,276,22548
AA7519,Lufthansa,CDG,JFK,2025-05-05 20:59:35.677083,2025-05-06 02:58:35.677083,2025-05-06 02:56:35.677083,359,on_time,0,,145,9946
LH370,Emirates,DFW,ORD,2025-05-05 20:51:47.301016,2025-05-05 23:39:47.301016,2025-05-05 23:48:47.301016,168,on_time,0,,241,11399
EK4667,United,ORD,GRU,2025-05-01 02:49:19.322093,2025-05-01 10:02:19.322093,2025-05-01 11:38:19.322093,433,delayed,96,,175,5424
LA4997,Emirates,ORD,CDG,2025-05-04 09:15:23.108270,2025-05-04 18:19:23.108270,2025-05-04 18:20:23.108270,544,on_time,0,,61,13503
LA8083,American,JFK,GRU,2025-05-07 05:02:21.833889,2025-05-07 14:39:21.833889,2025-05-07 14:37:21.833889,577,on_time,0,,194,7523
AA8584,United,GRU,DFW,2025-05-06 23:07:09.041398,2025-05-07 05:06:09.041398,2025-05-07 05:15:09.041398,359,on_time,0,,161,16867
DL7698,Latam,SFO,GRU,2025-05-05 03:04:28.287948,2025-05-05 10:55:28.287948,2025-05-05 11:03:28.287948,471,on_time,0,,51,21638
UA7155,Latam,SFO,ATL,2025-05-04 13:32:03.344960,2025-05-04 20:13:03.344960,2025-05-04 20:11:03.344960,401,on_time,0,,185,14226
DL8087,Delta,LAX,ORD,2025-05-07 17:10:03.520372,2025-05-08 03:04:03.520372,2025-05-08 08:52:03.520372,594,delayed,348,,86,24038
AA8655,Emirates,SFO,DFW,2025-05-03 04:43:21.887667,2025-05-03 10:15:21.887667,2025-05-03 10:24:21.887667,332,on_time,0,,219,11088
UA8308,American,SFO,JFK,2025-05-03 21:30:23.705075,2025-05-04 00:57:23.705075,2025-05-04 00:57:23.705075,207,overbooked,0,,95,18220
AA4272,United,CDG,ATL,2025-05-06 00:57:31.427942,2025-05-06 12:41:31.427942,2025-05-06 12:55:31.427942,704,on_time,0,,110,25709
AA1145,American,ORD,LHR,2025-05-07 22:25:20.654302,2025-05-08 03:41:20.654302,2025-05-08 03:43:20.654302,316,on_time,0,,182,15722
UA872,Latam,DFW,LHR,2025-05-04 12:40:47.191266,2025-05-04 18:54:47.191266,2025-05-04 19:01:47.191266,374,on_time,0,,178,12177
LH8466,American,ORD,JFK,2025-05-06 14:41:15.386468,2025-05-06 20:56:15.386468,2025-05-06 21:08:15.386468,375,on_time,0,,217,11752
DL9176,Latam,GRU,DFW,2025-05-03 03:00:03.943316,2025-05-03 04:22:03.943316,2025-05-03 04:17:03.943316,82,on_time,0,,283,18672
LA3206,American,SFO,JFK,2025-05-07 08:14:36.616534,2025-05-07 13:01:36.616534,2025-05-07 13:00:36.616534,287,on_time,0,,109,25332
AA8943,Delta,GRU,ATL,2025-05-01 11:23:43.144867,2025-05-01 15:55:43.144867,2025-05-01 16:00:43.144867,272,on_time,0,,298,12994
LA2906,Lufthansa,SFO,GRU,2025-05-08 03:51:21.109638,2025-05-08 10:56:21.109638,2025-05-08 10:53:21.109638,425,on_time,0,,146,9452
LA3897,Lufthansa,ATL,CDG,2025-05-04 00:42:48.189160,2025-05-04 05:28:48.189160,2025-05-04 05:40:48.189160,286,on_time,0,,247,10302
DL4365,Emirates,LHR,LAX,2025-05-02 22:51:05.291211,2025-05-03 10:36:05.291211,2025-05-03 10:39:05.291211,705,on_time,0,,275,6639
DL5774,Emirates,ATL,LHR,2025-05-03 10:10:15.730648,2025-05-03 17:22:15.730648,2025-05-03 23:50:15.730648,432,delayed,388,,159,11410
UA4441,Lufthansa,LAX,SFO,2025-05-01 06:08:07.236401,2025-05-01 12:07:07.236401,2025-05-01 12:13:07.236401,359,on_time,0,,253,10313
LA591,Lufthansa,LHR,ATL,2025-05-02 08:28:11.220848,2025-05-02 12:32:11.220848,2025-05-02 14:55:11.220848,244,diverted,0,,201,18028
LA3417,Lufthansa,ATL,DFW,2025-05-03 03:54:25.863618,2025-05-03 13:15:25.863618,2025-05-03 13:18:25.863618,561,on_time,0,,237,21276
AA9300,American,CDG,ORD,2025-05-08 02:56:10.435552,2025-05-08 05:15:10.435552,2025-05-08 05:20:10.435552,139,on_time,0,,152,6820
AA8734,Delta,SFO,JFK,2025-05-02 21:05:16.317541,2025-05-02 21:59:16.317541,2025-05-02 22:04:16.317541,54,on_time,0,,214,24577
LA2083,Lufthansa,LAX,DFW,2025-05-02 15:13:31.816371,2025-05-02 17:53:31.816371,2025-05-02 18:06:31.816371,160,on_time,0,,58,22816
EK2679,Delta,INVALID,ATL,2025-05-02 07:52:34.896836,2025-05-02 13:59:34.896836,2025-05-02 14:06:34.896836,367,on_time,0,,211,18950
AA7625,American,DFW,CDG,2025-05-03 22:24:53.759849,2025-05-04 04:12:53.759849,2025-05-04 04:18:53.759849,348,on_time,0,,292,9731
DL9464,Latam,ORD,SFO,2025-05-06 23:02:43.192896,2025-05-07 02:45:43.192896,2025-05-07 02:57:43.192896,223,on_time,0,,78,23127
AA9677,Delta,ORD,DFW,2025-05-01 03:19:08.842051,2025-05-01 08:21:08.842051,2025-05-01 13:40:08.842051,302,delayed,319,,266,17717
AA7444,Latam,GRU,JFK,2025-05-07 02:40:27.173162,2025-05-07 13:00:27.173162,2025-05-07 13:00:27.173162,620,overbooked,0,,253,25507
EK2499,Lufthansa,INVALID,DFW,2025-05-05 12:22:55.797936,2025-05-05 15:34:55.797936,2025-05-05 15:49:55.797936,192,on_time,0,,196,19541
EK7278,Emirates,ORD,ATL,2025-05-05 11:18:55.899917,2025-05-05 17:20:55.899917,,362,canceled,0,air_traffic,0,0
DL6326,Latam,ATL,GRU,2025-05-03 04:45:01.176704,2025-05-03 06:16:01.176704,2025-05-03 06:13:01.176704,91,on_time,0,,124,11266
LA6116,United,GRU,ORD,2025-05-06 21:40:09.846910,2025-05-07 02:48:09.846910,2025-05-07 02:48:09.846910,308,overbooked,0,,205,27111
EK7985,Lufthansa,DFW,GRU,2025-05-05 21:52:35.430614,2025-05-06 05:39:35.430614,2025-05-06 05:36:35.430614,467,on_time,0,,93,5229
LH4791,United,CDG,GRU,2025-05-04 04:14:59.962904,2025-05-04 12:51:59.962904,2025-05-04 12:57:59.962904,517,on_time,0,,135,9256
EK6825,Emirates,GRU,LAX,2025-05-07 03:23:28.480480,2025-05-07 13:31:28.480480,2025-05-07 13:32:28.480480,608,on_time,0,,246,25481
DL6433,Delta,SFO,JFK,2025-05-07 06:45:24.140641,2025-05-07 13:02:24.140641,2025-05-07 13:02:24.140641,377,overbooked,0,,103,23266
LH4455,Latam,LHR,GRU,2025-05-08 02:32:16.444429,2025-05-08 07:45:16.444429,2025-05-08 07:52:16.444429,313,on_time,0,,165,5157
EK2556,Lufthansa,DFW,JFK,2025-05-01 19:05:53.091047,2025-05-02 04:44:53.091047,2025-05-02 04:54:53.091047,579,on_time,0,,111,25565
LH3276,United,GRU,LAX,2025-05-03 01:18:28.838129,2025-05-03 11:18:28.838129,2025-05-03 11:29:28.838129,600,on_time,0,,193,21043
EK6318,Latam,JFK,CDG,2025-05-06 08:08:42.638095,2025-05-06 15:42:42.638095,2025-05-06 15:42:42.638095,454,overbooked,0,,291,28519
LA3166,Lufthansa,DFW,CDG,2025-05-04 22:44:08.334410,2025-05-05 06:41:08.334410,2025-05-05 06:39:08.334410,477,on_time,0,,130,10879
UA8058,Delta,GRU,DFW,2025-05-04 09:17:53.023493,2025-05-04 14:12:53.023493,2025-05-04 14:12:53.023493,295,overbooked,0,,247,19843
LA1728,Lufthansa,JFK,GRU,2025-05-01 20:18:47.289908,2025-05-02 01:27:47.289908,2025-05-02 01:25:47.289908,309,on_time,0,,157,9101
AA8556,American,LHR,LAX,2025-05-01 07:02:58.011600,2025-05-01 15:11:58.011600,2025-05-01 15:25:58.011600,489,on_time,0,,228,12287
UA9524,Delta,CDG,JFK,2025-05-07 07:44:33.613206,2025-05-07 09:30:33.613206,2025-05-07 09:25:33.613206,106,on_time,0,,297,27560
LH7852,Lufthansa,ATL,GRU,2025-05-03 03:24:33.942109,2025-05-03 12:44:33.942109,2025-05-03 12:54:33.942109,560,on_time,0,,280,17810
AA8645,Delta,CDG,SFO,2025-05-02 02:39:12.107936,2025-05-02 07:10:12.107936,2025-05-02 07:23:12.107936,271,on_time,0,,244,27009
LH9519,Delta,JFK,SFO,2025-05-05 21:31:38.133725,2025-05-06 05:42:38.133725,2025-05-06 05:48:38.133725,491,on_time,0,,225,12669
AA769,Emirates,ORD,ATL,2025-05-05 04:55:21.992726,2025-05-05 11:54:21.992726,2025-05-05 11:53:21.992726,-419,on_time,0,,177,16462
UA4209,United,LAX,DFW,2025-05-02 12:10:20.163804,2025-05-02 17:57:20.163804,2025-05-02 18:02:20.163804,347,on_time,0,,287,21578
DL3732,United,LAX,SFO,2025-05-01 21:51:13.355549,2025-05-02 08:51:13.355549,2025-05-02 11:58:13.355549,660,diverted,0,,244,26303
AA7810,Emirates,LAX,SFO,2025-05-08 03:50:57.510659,2025-05-08 07:06:57.510659,2025-05-08 07:20:57.510659,196,on_time,0,,84,24702
LA5666,Lufthansa,SFO,ATL,2025-05-06 21:42:28.823065,2025-05-07 02:35:28.823065,2025-05-07 02:33:28.823065,293,on_time,0,,170,11370
UA3690,Emirates,JFK,ORD,2025-05-02 00:16:14.141500,2025-05-02 09:00:14.141500,2025-05-02 13:15:14.141500,524,delayed,255,,231,29012
LH2062,Emirates,ORD,DFW,2025-05-04 07:46:34.087483,2025-05-04 13:22:34.087483,2025-05-04 13:24:34.087483,336,on_time,0,,252,26633
EK8264,Delta,JFK,GRU,2025-05-04 22:39:23.974213,2025-05-05 07:24:23.974213,2025-05-05 07:35:23.974213,525,on_time,0,,212,24568
