flight_id,airline,origin,destination,aircraft,departure_time,scheduled_arrival,actual_arrival,flight_duration,status,delay_minutes,cancellation_reason,passengers,fuel_consumption
LA6378,Azul,JFK,GIG,A350,2025-04-24 13:56:57.743968,2025-04-24 14:55:57.743968,2025-04-24 15:04:57.743968,59,on_time,0,,195,27600
AA2137,GOL,CNF,GRU,B737,2025-04-15 10:51:29.681706,2025-04-15 11:22:29.681706,2025-04-15 11:29:29.681706,31,on_time,0,,112,11994
UA3535,GOL,LAX,JFK,A320,2025-05-01 07:00:55.078250,2025-05-01 08:35:55.078250,2025-05-01 08:44:55.078250,95,on_time,0,,102,7471
DL9294,United,GRU,CGH,A350,2025-04-25 23:12:01.367948,2025-04-26 02:14:01.367948,2025-04-26 02:09:01.367948,182,on_time,0,,163,5113
G36922,LATAM,CNF,CGH,B737,2025-04-23 22:46:16.157127,2025-04-24 02:07:16.157127,2025-04-24 02:07:16.157127,201,on_time,0,,253,14969
G35713,LATAM,GRU,LAX,A350,2025-05-03 09:29:49.909238,2025-05-03 16:44:49.909238,2025-05-03 16:40:49.909238,435,on_time,0,,176,13855
LA8116,Delta,JFK,CGH,A320,2025-04-17 22:57:53.118416,2025-04-18 03:06:53.118416,2025-04-18 03:05:53.118416,249,on_time,0,,287,5079
DL3619,LATAM,GRU,BSB,A350,2025-05-04 10:50:33.562692,2025-05-04 12:57:33.562692,2025-05-04 13:03:33.562692,127,on_time,0,,253,18223
AD7744,United,GIG,CNF,E190,2025-04-10 02:36:53.371403,2025-04-10 06:55:53.371403,2025-04-10 07:09:53.371403,259,on_time,0,,200,11844
LA9564,GOL,MIA,JFK,E190,2025-04-11 07:42:04.275819,2025-04-11 15:21:04.275819,2025-04-11 15:24:04.275819,459,on_time,0,,203,7535
AD9291,Delta,GRU,JFK,E190,2025-04-16 00:57:05.242097,2025-04-16 04:08:05.242097,2025-04-16 04:03:05.242097,191,on_time,0,,202,28009
UA4400,GOL,LAX,MIA,A350,2025-04-20 23:07:55.511540,2025-04-21 02:08:55.511540,2025-04-21 02:07:55.511540,181,on_time,0,,299,24348
AD7242,LATAM,BSB,GRU,A320,2025-05-01 10:15:19.615004,2025-05-01 16:52:19.615004,2025-05-01 17:04:19.615004,397,on_time,0,,69,26644
LA6399,American,CGH,JFK,B787,2025-04-17 13:04:32.918025,2025-04-17 15:30:32.918025,2025-04-17 15:25:32.918025,146,on_time,0,,96,27447
DL8158,United,BSB,GIG,A320,2025-04-17 21:27:26.796243,2025-04-18 04:55:26.796243,2025-04-18 05:06:26.796243,448,on_time,0,,127,21308
AD3828,United,BSB,CNF,A350,2025-04-14 10:09:19.408479,2025-04-14 16:45:19.408479,2025-04-14 16:56:19.408479,396,on_time,0,,66,21822
AA9623,GOL,BSB,GIG,A350,2025-04-12 07:39:42.346720,2025-04-12 12:38:42.346720,2025-04-12 12:53:42.346720,299,on_time,0,,134,26537
AA5753,LATAM,LAX,CGH,B737,2025-04-21 11:48:07.820488,2025-04-21 15:34:07.820488,2025-04-21 15:35:07.820488,226,on_time,0,,115,23859
UA7063,Delta,CGH,CNF,E190,2025-04-16 11:41:14.153417,2025-04-16 17:17:14.153417,2025-04-16 17:20:14.153417,336,on_time,0,,242,27264
AD9442,Delta,MIA,CGH,B787,2025-04-24 00:55:29.185686,2025-04-24 06:15:29.185686,2025-04-24 06:22:29.185686,320,on_time,0,,223,22746
G31060,American,MIA,GIG,A320,2025-04-26 07:30:53.781238,2025-04-26 11:22:53.781238,2025-04-26 11:18:53.781238,232,on_time,0,,65,23806
G37835,LATAM,LAX,CNF,A320,2025-05-05 16:54:17.263414,2025-05-05 17:27:17.263414,2025-05-05 19:28:17.263414,33,diverted,0,,237,19733
UA9299,Delta,CGH,BSB,A350,2025-05-07 19:18:13.136036,2025-05-08 01:28:13.136036,2025-05-08 01:35:13.136036,370,on_time,0,,242,29859
AD9086,Azul,GIG,BSB,B787,2025-05-05 19:44:20.999434,2025-05-06 00:14:20.999434,2025-05-06 00:09:20.999434,-270,on_time,0,,164,16061
AA7798,American,BSB,CNF,B737,2025-04-10 04:32:30.851835,2025-04-10 08:04:30.851835,2025-04-10 12:04:30.851835,212,delayed,240,,77,10043
G35205,Azul,INVALID,GRU,E190,2025-04-27 11:08:41.917226,2025-04-27 16:39:41.917226,2025-04-27 16:43:41.917226,331,on_time,0,,263,11609
G39671,Delta,LAX,GRU,E190,2025-04-22 07:34:05.102474,2025-04-22 14:41:05.102474,2025-04-22 14:46:05.102474,427,on_time,0,,272,6372
UA2040,Delta,GRU,BSB,A350,2025-05-04 12:31:34.423851,2025-05-04 14:40:34.423851,2025-05-04 14:40:34.423851,129,overbooked,0,,289,13774
G34476,American,LAX,GRU,A320,2025-04-27 16:31:11.495229,2025-04-27 17:24:11.495229,2025-04-27 17:29:11.495229,53,on_time,0,,188,25036
UA9760,GOL,GRU,JFK,B787,2025-04-19 13:32:30.382068,2025-04-19 20:24:30.382068,2025-04-19 23:45:30.382068,412,diverted,0,,199,19197
UA2084,American,MIA,CGH,A350,2025-04-23 21:31:55.738698,2025-04-24 05:25:55.738698,2025-04-24 05:38:55.738698,474,on_time,0,,84,13937
AD3504,American,CGH,GRU,A320,2025-04-11 10:40:40.477162,2025-04-11 14:15:40.477162,2025-04-11 14:18:40.477162,215,on_time,0,,126,15412
LA8602,GOL,JFK,MIA,A350,2025-04-23 17:25:32.714517,2025-04-24 00:19:32.714517,2025-04-24 00:23:32.714517,414,on_time,0,,299,5464
AA6273,Delta,CNF,JFK,B787,2025-05-02 11:21:54.941668,2025-05-02 17:37:54.941668,2025-05-02 20:36:54.941668,376,diverted,0,,244,22973
LA3299,United,LAX,GRU,A320,2025-05-02 20:47:12.869691,2025-05-03 03:24:12.869691,2025-05-03 03:27:12.869691,397,on_time,0,,273,6451
G32474,Azul,BSB,CNF,E190,2025-05-06 11:08:48.872240,2025-05-06 14:01:48.872240,2025-05-06 13:56:48.872240,173,on_time,0,,266,15229
G31669,GOL,GIG,JFK,A350,2025-05-04 03:31:37.920866,2025-05-04 09:41:37.920866,2025-05-04 09:45:37.920866,370,on_time,0,,167,16880
AA6985,LATAM,CGH,GRU,E190,2025-04-14 22:07:33.382861,2025-04-15 02:14:33.382861,2025-04-15 02:25:33.382861,247,on_time,0,,101,5121
AA9552,United,BSB,MIA,E190,2025-04-26 08:10:01.216119,2025-04-26 11:23:01.216119,2025-04-26 11:34:01.216119,193,on_time,0,,228,21852
AD2737,American,LAX,GIG,A320,2025-04-15 14:49:24.196695,2025-04-15 20:50:24.196695,2025-04-15 20:50:24.196695,361,on_time,0,,159,6020
UA6907,United,LAX,JFK,E190,2025-05-06 06:13:18.989398,2025-05-06 13:10:18.989398,2025-05-06 13:19:18.989398,417,on_time,0,,173,14585
AA4437,LATAM,MIA,GIG,B737,2025-04-19 15:43:57.030658,2025-04-19 19:29:57.030658,2025-04-19 19:42:57.030658,226,on_time,0,,297,26044
UA2416,Azul,GIG,MIA,E190,2025-05-07 06:47:35.694861,2025-05-07 14:05:35.694861,2025-05-07 14:14:35.694861,438,on_time,0,,88,14663
G37250,Azul,JFK,CGH,B787,2025-04-29 02:25:08.888211,2025-04-29 06:27:08.888211,2025-04-29 06:40:08.888211,242,on_time,0,,288,18775
G34859,GOL,MIA,JFK,A320,2025-04-18 18:00:19.852073,2025-04-18 20:22:19.852073,2025-04-18 20:20:19.852073,142,on_time,0,,178,23981
LA3482,GOL,CNF,CGH,E190,2025-05-07 00:51:17.462734,2025-05-07 01:49:17.462734,2025-05-07 05:30:17.462734,58,delayed,221,,273,28411
AA8340,LATAM,CGH,MIA,A350,2025-04-16 18:41:10.599906,2025-04-16 22:59:10.599906,2025-04-16 23:02:10.599906,258,on_time,0,,252,19587
DL9133,Azul,JFK,GIG,E190,2025-04-18 23:10:59.489666,2025-04-19 04:08:59.489666,2025-04-19 04:08:59.489666,298,overbooked,0,,225,6303
DL4442,Delta,GIG,CNF,E190,2025-05-01 13:58:03.185338,2025-05-01 15:01:03.185338,2025-05-01 15:15:03.185338,63,on_time,0,,198,14912
AD9354,American,LAX,GIG,A350,2025-04-29 22:07:03.688972,2025-04-30 05:40:03.688972,2025-04-30 05:51:03.688972,453,on_time,0,,181,19525
DL4364,American,GRU,MIA,A320,2025-04-22 10:12:41.681298,2025-04-22 10:50:41.681298,2025-04-22 10:57:41.681298,38,on_time,0,,110,24453
DL2782,GOL,GIG,LAX,E190,2025-04-23 02:20:48.825058,2025-04-23 03:04:48.825058,2025-04-23 03:09:48.825058,44,on_time,0,,190,22918
LA3534,American,LAX,MIA,B737,2025-04-19 16:12:26.182479,2025-04-19 21:03:26.182479,2025-04-19 20:58:26.182479,291,on_time,0,,175,5230
DL7357,United,GRU,MIA,B737,2025-04-27 15:36:33.674471,2025-04-27 16:30:33.674471,2025-04-27 16:29:33.674471,54,on_time,0,,249,9808
AA3358,Delta,CNF,GIG,B787,2025-04-27 12:47:25.048803,2025-04-27 19:18:25.048803,2025-04-27 19:26:25.048803,391,on_time,0,,205,19880
LA4974,United,JFK,GRU,A350,2025-04-25 18:49:53.159328,2025-04-25 23:30:53.159328,2025-04-25 23:41:53.159328,281,on_time,0,,270,21992
UA4691,GOL,JFK,BSB,A350,2025-04-08 20:28:28.337029,2025-04-08 21:04:28.337029,2025-04-08 21:13:28.337029,36,on_time,0,,75,10597
UA4572,LATAM,JFK,BSB,B787,2025-04-26 23:18:16.643422,2025-04-27 05:11:16.643422,2025-04-27 07:33:16.643422,353,diverted,0,,58,16713
G32533,American,MIA,CGH,E190,2025-04-27 15:26:46.916065,2025-04-27 21:41:46.916065,2025-04-27 21:43:46.916065,375,on_time,0,,231,14180
AD1732,Azul,JFK,CGH,E190,2025-04-24 15:18:20.407064,2025-04-24 17:35:20.407064,2025-04-24 20:29:20.407064,137,delayed,174,,277,20839
LA2677,GOL,CNF,LAX,B787,2025-04-11 18:02:03.357782,2025-04-12 01:47:03.357782,2025-04-12 07:21:03.357782,465,delayed,334,,79,15626
UA7447,American,GIG,LAX,B737,2025-04-25 09:25:20.512940,2025-04-25 14:53:20.512940,2025-04-25 15:02:20.512940,328,on_time,0,,187,6751
G34803,United,CGH,MIA,B787,2025-05-03 04:27:05.415435,2025-05-03 07:59:05.415435,2025-05-03 08:03:05.415435,212,on_time,0,,299,20500
AA5807,LATAM,CNF,MIA,A350,2025-05-04 20:46:24.384664,2025-05-05 03:27:24.384664,2025-05-05 03:31:24.384664,401,on_time,0,,66,19155
G33207,American,JFK,CNF,A320,2025-04-13 17:49:49.392709,2025-04-14 00:47:49.392709,2025-04-14 00:48:49.392709,418,on_time,0,,140,24080
DL6997,Delta,BSB,JFK,A320,2025-04-15 15:39:29.688008,2025-04-15 21:48:29.688008,2025-04-15 21:46:29.688008,369,on_time,0,,296,23335
UA4414,United,GRU,BSB,E190,2025-05-03 07:11:51.070220,2025-05-03 14:45:51.070220,2025-05-03 14:45:51.070220,454,overbooked,0,,230,26688
AD3681,GOL,CNF,GIG,B787,2025-04-14 23:00:04.889639,2025-04-15 00:16:04.889639,2025-04-15 00:22:04.889639,76,on_time,0,,138,25539
UA5166,American,CNF,JFK,A350,2025-04-13 12:16:20.334245,2025-04-13 19:34:20.334245,2025-04-13 19:43:20.334245,438,on_time,0,,126,14556
DL8715,United,CGH,CNF,A320,2025-04-11 15:25:01.675856,2025-04-11 22:07:01.675856,2025-04-11 22:07:01.675856,402,overbooked,0,,122,26309
LA8979,Azul,GIG,CGH,B737,2025-04-09 03:32:13.916530,2025-04-09 07:48:13.916530,2025-04-09 09:25:13.916530,256,delayed,97,,69,21830
UA2540,Delta,GIG,LAX,B787,2025-04-28 11:08:06.055154,2025-04-28 12:28:06.055154,2025-04-28 12:32:06.055154,80,on_time,0,,220,20712
DL1959,United,CGH,MIA,E190,2025-04-23 18:13:32.610012,2025-04-23 20:27:32.610012,2025-04-23 20:36:32.610012,134,on_time,0,,238,9209
AA3054,American,LAX,BSB,A320,2025-04-11 07:41:55.215666,2025-04-11 09:54:55.215666,2025-04-11 09:49:55.215666,133,on_time,0,,158,25788
AD1484,American,LAX,JFK,A320,2025-05-07 14:14:51.354134,2025-05-07 15:43:51.354134,2025-05-07 15:44:51.354134,89,on_time,0,,165,20062
LA7185,Delta,LAX,CNF,B737,2025-05-07 09:59:25.413853,2025-05-07 10:29:25.413853,2025-05-07 14:10:25.413853,30,diverted,0,,111,14105
G31525,GOL,INVALID,GIG,A320,2025-04-16 21:53:27.467240,2025-04-17 00:40:27.467240,2025-04-17 00:52:27.467240,167,on_time,0,,103,28763
DL7936,American,CNF,CGH,A350,2025-04-25 14:05:37.752882,2025-04-25 17:38:37.752882,2025-04-25 17:33:37.752882,213,on_time,0,,271,19822
AA2182,Azul,BSB,LAX,B787,2025-04-14 04:23:57.737014,2025-04-14 07:14:57.737014,2025-04-14 07:12:57.737014,171,on_time,0,,56,25210
G34461,GOL,JFK,GRU,A350,2025-04-13 20:30:11.952442,2025-04-13 23:35:11.952442,2025-04-13 23:41:11.952442,185,on_time,0,,128,9591
DL1860,LATAM,LAX,GIG,A350,2025-05-01 14:25:08.678732,2025-05-01 21:19:08.678732,,414,canceled,0,weather,0,0
AD7248,American,JFK,BSB,E190,2025-04-27 02:10:48.647999,2025-04-27 09:08:48.647999,,418,canceled,0,air_traffic,0,0
DL5304,LATAM,CGH,JFK,B737,2025-04-21 08:58:42.196235,2025-04-21 09:41:42.196235,2025-04-21 09:53:42.196235,43,on_time,0,,299,10862
UA6480,Azul,GIG,LAX,A320,2025-04-19 22:37:14.856417,2025-04-20 06:12:14.856417,2025-04-20 06:15:14.856417,455,on_time,0,,286,27391
AD7542,Delta,BSB,GIG,E190,2025-04-12 11:14:08.526760,2025-04-12 16:18:08.526760,2025-04-12 16:13:08.526760,304,on_time,0,,243,12903
G32083,Azul,JFK,BSB,A350,2025-04-11 21:23:37.550130,2025-04-12 04:07:37.550130,2025-04-12 04:04:37.550130,404,on_time,0,,173,14581
AA4243,GOL,JFK,GRU,B737,2025-04-08 16:47:04.972024,2025-04-08 19:30:04.972024,2025-04-08 19:43:04.972024,163,on_time,0,,182,20288
AA6190,GOL,GIG,BSB,B737,2025-04-13 20:22:54.509835,2025-04-13 23:20:54.509835,2025-04-14 01:03:54.509835,178,diverted,0,,176,26319
DL7961,LATAM,CNF,GRU,E190,2025-04-26 04:25:14.958987,2025-04-26 11:46:14.958987,2025-04-26 11:42:14.958987,441,on_time,0,,235,27829
AA8871,GOL,GIG,CNF,A320,2025-04-19 19:26:05.791538,2025-04-20 00:54:05.791538,2025-04-20 01:42:05.791538,328,delayed,48,,160,20773
AA7759,GOL,GIG,MIA,B737,2025-04-21 16:10:52.444609,2025-04-21 20:48:52.444609,2025-04-21 20:45:52.444609,278,on_time,0,,74,6485
AA7641,United,JFK,CNF,B787,2025-05-08 11:00:44.083073,2025-05-08 12:35:44.083073,2025-05-08 12:44:44.083073,95,on_time,0,,154,26047
AA1037,GOL,LAX,MIA,E190,2025-04-24 01:05:58.819537,2025-04-24 07:11:58.819537,2025-04-24 10:36:58.819537,366,delayed,205,,95,28158
UA4214,LATAM,LAX,GRU,B737,2025-04-17 21:11:59.713053,2025-04-17 23:15:59.713053,,124,canceled,0,air_traffic,0,0
UA6490,United,GRU,LAX,B787,2025-04-28 07:41:34.387964,2025-04-28 15:16:34.387964,2025-04-28 18:55:34.387964,455,diverted,0,,124,10026
LA7614,Delta,MIA,GRU,B737,2025-04-29 17:04:56.067398,2025-04-29 20:15:56.067398,2025-04-29 23:54:56.067398,191,diverted,0,,86,5625
LA7583,Delta,INVALID,GIG,E190,2025-04-10 04:38:15.099160,2025-04-10 06:20:15.099160,,102,canceled,0,crew,0,0
G33137,GOL,BSB,GRU,B787,2025-05-06 14:16:31.650424,2025-05-06 17:59:31.650424,2025-05-06 19:02:31.650424,223,delayed,63,,239,25117
LA2237,LATAM,CNF,BSB,E190,2025-04-09 08:52:16.123320,2025-04-09 11:59:16.123320,2025-04-09 12:12:16.123320,187,on_time,0,,108,26028
G36957,GOL,LAX,GRU,A320,2025-04-27 07:22:19.461323,2025-04-27 09:13:19.461323,2025-04-27 09:27:19.461323,111,on_time,0,,263,18491
UA5641,Azul,BSB,GIG,B787,2025-04-26 10:51:00.662355,2025-04-26 12:56:00.662355,2025-04-26 13:00:00.662355,125,on_time,0,,126,24969
DL8015,LATAM,BSB,CNF,E190,2025-04-17 17:44:44.654775,2025-04-17 22:36:44.654775,2025-04-17 22:37:44.654775,292,on_time,0,,240,6786
UA6842,GOL,LAX,MIA,A350,2025-04-24 12:14:01.502360,2025-04-24 18:09:01.502360,2025-04-24 18:24:01.502360,355,on_time,0,,260,12946
AD6906,GOL,MIA,LAX,A320,2025-04-11 13:08:57.377838,2025-04-11 16:40:57.377838,2025-04-11 16:37:57.377838,212,on_time,0,,95,17571
DL7077,Azul,GIG,CNF,A350,2025-04-11 19:05:09.552178,2025-04-12 02:06:09.552178,2025-04-12 02:06:09.552178,421,on_time,0,,113,25957
AA1992,American,LAX,CNF,B787,2025-04-25 01:10:34.048846,2025-04-25 02:33:34.048846,2025-04-25 02:39:34.048846,83,on_time,0,,153,24058
UA7076,GOL,CGH,CNF,B787,2025-05-08 10:22:23.311293,2025-05-08 17:23:23.311293,2025-05-08 17:28:23.311293,421,on_time,0,,136,11828
AA7680,GOL,JFK,LAX,A320,2025-04-17 00:06:47.458758,2025-04-17 01:54:47.458758,2025-04-17 02:01:47.458758,108,on_time,0,,201,9939
AD2691,Azul,MIA,GRU,A320,2025-04-12 22:08:07.350700,2025-04-13 04:06:07.350700,2025-04-13 04:21:07.350700,358,on_time,0,,157,11439
UA9962,GOL,JFK,BSB,A320,2025-05-07 15:06:46.186132,2025-05-07 21:13:46.186132,2025-05-07 21:25:46.186132,367,on_time,0,,241,19062
G31428,Delta,GIG,CGH,E190,2025-04-26 23:55:03.850107,2025-04-27 01:40:03.850107,2025-04-27 01:50:03.850107,105,on_time,0,,110,25182
AA9951,United,GIG,CGH,B737,2025-04-15 12:11:27.479234,2025-04-15 15:42:27.479234,2025-04-15 15:53:27.479234,211,on_time,0,,150,21884
UA4223,United,MIA,GRU,B737,2025-04-22 04:01:16.524891,2025-04-22 06:36:16.524891,,155,canceled,0,air_traffic,0,0
LA8725,United,BSB,MIA,B737,2025-05-04 04:35:49.766642,2025-05-04 05:53:49.766642,2025-05-04 06:07:49.766642,78,on_time,0,,173,23149
UA1312,American,BSB,CGH,B787,2025-04-21 03:10:55.886773,2025-04-21 08:33:55.886773,2025-04-21 08:32:55.886773,323,on_time,0,,300,14354
DL4218,American,CGH,MIA,A350,2025-04-16 04:00:30.346236,2025-04-16 07:53:30.346236,2025-04-16 08:59:30.346236,233,diverted,0,,262,25736
G37366,United,CGH,BSB,A350,2025-04-13 15:58:32.207013,2025-04-13 18:13:32.207013,2025-04-13 18:14:32.207013,135,on_time,0,,167,9544
UA5924,LATAM,CNF,CGH,E190,2025-04-29 20:45:06.135059,2025-04-29 23:29:06.135059,2025-04-29 23:26:06.135059,164,on_time,0,,78,10948
UA7776,United,LAX,JFK,B787,2025-04-13 06:25:23.189057,2025-04-13 11:45:23.189057,2025-04-13 11:59:23.189057,320,on_time,0,,222,5838
DL4673,GOL,JFK,GIG,E190,2025-04-24 00:17:52.936975,2025-04-24 01:43:52.936975,2025-04-24 03:38:52.936975,86,delayed,115,,251,23717
LA2861,Delta,CNF,JFK,E190,2025-04-12 13:35:41.563982,2025-04-12 16:24:41.563982,2025-04-12 16:20:41.563982,169,on_time,0,,70,11379
G34794,Azul,CGH,GIG,A350,2025-04-23 22:13:01.223614,2025-04-24 04:23:01.223614,2025-04-24 04:33:01.223614,370,on_time,0,,102,27467
AD9740,LATAM,CGH,GRU,E190,2025-04-15 09:03:10.795626,2025-04-15 14:12:10.795626,2025-04-15 14:15:10.795626,309,on_time,0,,65,7331
DL9087,American,CNF,GRU,B737,2025-04-20 04:43:37.607957,2025-04-20 07:21:37.607957,2025-04-20 07:18:37.607957,158,on_time,0,,52,14270
AA2360,LATAM,GRU,MIA,B787,2025-05-08 12:51:22.485655,2025-05-08 18:56:22.485655,2025-05-08 18:56:22.485655,365,on_time,0,,59,9932
AA7835,Delta,GIG,CGH,E190,2025-05-04 13:44:18.546258,2025-05-04 14:30:18.546258,2025-05-04 14:27:18.546258,46,on_time,0,,204,6296
G35783,GOL,GIG,MIA,A320,2025-04-25 06:49:18.285815,2025-04-25 09:31:18.285815,2025-04-25 09:36:18.285815,162,on_time,0,,116,10109
LA4432,Azul,CNF,GRU,A350,2025-04-12 09:49:02.022895,2025-04-12 10:50:02.022895,2025-04-12 11:03:02.022895,61,on_time,0,,74,20914
AA2633,GOL,LAX,GRU,B737,2025-05-02 04:04:57.778403,2025-05-02 07:19:57.778403,2025-05-02 07:17:57.778403,195,on_time,0,,276,7831
DL2900,GOL,BSB,MIA,B737,2025-05-07 19:02:24.854625,2025-05-08 00:30:24.854625,2025-05-08 00:25:24.854625,328,on_time,0,,127,20202
UA1070,GOL,GIG,CNF,B737,2025-04-13 23:32:46.471624,2025-04-14 01:03:46.471624,2025-04-14 01:03:46.471624,91,overbooked,0,,211,14800
AD3239,Delta,GIG,MIA,E190,2025-04-29 05:25:30.149038,2025-04-29 07:44:30.149038,2025-04-29 07:54:30.149038,139,on_time,0,,144,21084
DL5826,Delta,INVALID,JFK,B737,2025-04-26 09:06:34.583813,2025-04-26 11:38:34.583813,2025-04-26 11:35:34.583813,152,on_time,0,,127,25141
LA7208,LATAM,CGH,GIG,A320,2025-04-29 17:58:16.727017,2025-04-29 23:56:16.727017,2025-04-30 01:38:16.727017,358,diverted,0,,69,28264
G32350,Azul,CNF,BSB,B737,2025-04-09 22:26:57.734831,2025-04-10 02:26:57.734831,2025-04-10 02:34:57.734831,240,on_time,0,,97,17731
LA7660,American,CGH,MIA,B787,2025-04-20 12:23:15.541940,2025-04-20 15:45:15.541940,2025-04-20 16:59:15.541940,202,diverted,0,,177,29235
AD2229,LATAM,BSB,LAX,B787,2025-04-20 21:24:09.613335,2025-04-21 00:18:09.613335,2025-04-21 00:15:09.613335,174,on_time,0,,169,24128
AA5520,American,JFK,CNF,A350,2025-04-26 20:42:49.011984,2025-04-27 02:21:49.011984,2025-04-27 02:34:49.011984,339,on_time,0,,203,12238
LA1501,Azul,GIG,JFK,B787,2025-04-15 03:42:01.081511,2025-04-15 07:53:01.081511,2025-04-15 08:00:01.081511,251,on_time,0,,143,21543
AD3386,GOL,MIA,JFK,B737,2025-04-20 23:14:53.885026,2025-04-21 03:37:53.885026,2025-04-21 05:45:53.885026,263,delayed,128,,142,18274
AD1424,Azul,LAX,MIA,B737,2025-04-21 09:09:36.401767,2025-04-21 13:42:36.401767,2025-04-21 14:39:36.401767,273,delayed,57,,217,13993
LA4645,LATAM,LAX,CGH,A350,2025-04-27 12:40:53.391982,2025-04-27 20:30:53.391982,2025-04-28 01:07:53.391982,470,delayed,277,,256,8362
LA1056,United,LAX,CNF,E190,2025-04-22 19:14:13.930729,2025-04-23 00:50:13.930729,2025-04-23 04:45:13.930729,336,diverted,0,,174,9442
AA3305,LATAM,MIA,CNF,A320,2025-04-23 17:43:37.864937,2025-04-23 19:51:37.864937,2025-04-23 19:49:37.864937,128,on_time,0,,272,26613
G33293,GOL,BSB,JFK,A320,2025-05-06 14:33:06.840118,2025-05-06 16:35:06.840118,,-122,canceled,0,crew,0,0
AD3548,American,CNF,BSB,E190,2025-05-04 23:14:08.879937,2025-05-05 04:46:08.879937,2025-05-05 04:42:08.879937,-332,on_time,0,,235,29618
AA5390,Delta,GIG,BSB,B787,2025-05-06 07:59:26.070690,2025-05-06 15:09:26.070690,2025-05-06 17:30:26.070690,430,delayed,141,,57,15302
G36221,Delta,BSB,GIG,E190,2025-04-10 16:44:13.628192,2025-04-10 22:17:13.628192,2025-04-11 02:15:13.628192,333,delayed,238,,213,27944
UA6888,Delta,GRU,JFK,A350,2025-04-11 13:36:10.989830,2025-04-11 18:34:10.989830,2025-04-11 18:33:10.989830,298,on_time,0,,54,7385
LA5916,LATAM,CGH,MIA,B787,2025-04-14 05:33:18.274406,2025-04-14 08:07:18.274406,2025-04-14 08:21:18.274406,154,on_time,0,,244,9136
AA2566,United,CGH,BSB,A350,2025-05-06 16:48:43.807986,2025-05-06 22:02:43.807986,2025-05-06 22:11:43.807986,314,on_time,0,,276,25604
G31596,GOL,GIG,LAX,E190,2025-04-22 05:59:44.269794,2025-04-22 12:14:44.269794,2025-04-22 12:28:44.269794,375,on_time,0,,148,12274
AD9154,American,GRU,LAX,A320,2025-05-05 20:27:28.372922,2025-05-06 00:54:28.372922,2025-05-06 00:52:28.372922,267,on_time,0,,74,12271
UA8284,Azul,CNF,MIA,A350,2025-04-23 15:30:25.766655,2025-04-23 21:05:25.766655,2025-04-23 21:10:25.766655,335,on_time,0,,191,15589
AD9077,Azul,CGH,LAX,B737,2025-04-23 14:41:45.822352,2025-04-23 19:49:45.822352,2025-04-23 19:49:45.822352,308,on_time,0,,238,5021
DL8043,American,GRU,LAX,B787,2025-04-26 10:50:18.506841,2025-04-26 14:23:18.506841,2025-04-26 14:34:18.506841,213,on_time,0,,189,19062
LA7181,LATAM,GRU,CGH,B787,2025-04-22 21:26:45.526752,2025-04-23 01:31:45.526752,2025-04-23 01:33:45.526752,245,on_time,0,,119,17165
DL1708,LATAM,LAX,BSB,A320,2025-04-23 07:24:04.234211,2025-04-23 11:41:04.234211,2025-04-23 11:43:04.234211,257,on_time,0,,193,7264
AD1959,GOL,JFK,GIG,B737,2025-05-03 19:52:24.267432,2025-05-04 00:44:24.267432,2025-05-04 00:54:24.267432,292,on_time,0,,207,25112
G37517,Azul,CGH,BSB,A350,2025-04-16 10:36:05.344686,2025-04-16 17:42:05.344686,2025-04-16 17:42:05.344686,426,on_time,0,,274,5299
AA5620,United,BSB,GIG,A320,2025-04-12 14:25:43.356830,2025-04-12 17:03:43.356830,2025-04-12 19:44:43.356830,-158,diverted,0,,70,19888
UA3064,Azul,GIG,LAX,B787,2025-04-10 22:46:56.889040,2025-04-11 02:11:56.889040,2025-04-11 02:18:56.889040,205,on_time,0,,133,22517
AD6166,Delta,CGH,MIA,E190,2025-04-10 01:40:22.075320,2025-04-10 02:24:22.075320,2025-04-10 02:34:22.075320,44,on_time,0,,146,5489
G35547,GOL,JFK,CNF,B737,2025-05-02 02:20:31.894533,2025-05-02 04:52:31.894533,2025-05-02 04:53:31.894533,152,on_time,0,,86,25335
AD5769,Azul,BSB,GIG,B737,2025-04-12 11:25:10.173780,2025-04-12 14:39:10.173780,2025-04-12 14:38:10.173780,194,on_time,0,,107,6510
AD1331,GOL,LAX,CNF,A320,2025-04-20 02:49:08.845345,2025-04-20 09:12:08.845345,2025-04-20 09:09:08.845345,383,on_time,0,,75,20904
AD3571,American,BSB,MIA,A320,2025-04-19 15:09:18.492255,2025-04-19 15:52:18.492255,2025-04-19 16:00:18.492255,43,on_time,0,,287,10794
LA6884,United,CNF,JFK,A320,2025-04-26 12:06:55.103885,2025-04-26 16:03:55.103885,2025-04-26 16:04:55.103885,237,on_time,0,,263,5162
DL4625,GOL,JFK,MIA,B737,2025-04-22 18:31:28.910462,2025-04-22 20:51:28.910462,,140,canceled,0,mechanical,0,0
AD9710,Azul,INVALID,BSB,A320,2025-04-08 21:47:28.153049,2025-04-08 22:40:28.153049,2025-04-08 22:53:28.153049,53,on_time,0,,214,12979
G37122,American,CNF,CGH,E190,2025-05-04 00:34:59.197861,2025-05-04 05:13:59.197861,2025-05-04 05:29:59.197861,279,delayed,16,,55,11022
UA6596,Delta,GIG,CGH,A320,2025-05-05 17:16:47.606157,2025-05-05 19:20:47.606157,2025-05-05 19:27:47.606157,124,on_time,0,,223,14200
